x, y, v_x, v_y
7477.08, 5987.12, 336.947, 183.023
7480.45, 5988.95, 336.895, 182.897
7483.82, 5990.78, 336.843, 182.771
7487.19, 5992.61, 336.792, 182.645
7490.56, 5994.43, 336.74, 182.519
7493.93, 5996.26, 336.688, 182.393
7497.29, 5998.08, 336.637, 182.267
7500.66, 5999.91, 336.585, 182.141
7504.02, 6001.73, 336.534, 182.015
7507.39, 6003.55, 336.482, 181.889
7510.75, 6005.37, 336.431, 181.763
7514.12, 6007.18, 336.379, 181.637
7517.48, 6009, 336.328, 181.511
7520.85, 6010.82, 336.276, 181.385
7524.21, 6012.63, 336.225, 181.259
7527.57, 6014.44, 336.174, 181.134
7530.93, 6016.25, 336.122, 181.008
7534.29, 6018.06, 336.071, 180.882
7537.65, 6019.87, 336.02, 180.756
7541.01, 6021.68, 335.968, 180.631
7544.37, 6023.49, 335.917, 180.505
7547.73, 6025.29, 335.866, 180.379
7551.09, 6027.1, 335.815, 180.254
7554.45, 6028.9, 335.764, 180.128
7557.81, 6030.7, 335.712, 180.003
7561.17, 6032.5, 335.661, 179.877
7564.52, 6034.3, 335.61, 179.752
7567.88, 6036.1, 335.559, 179.626
7571.23, 6037.89, 335.508, 179.501
7574.59, 6039.69, 335.457, 179.375
7577.94, 6041.48, 335.406, 179.25
7581.3, 6043.27, 335.355, 179.125
7584.65, 6045.06, 335.304, 178.999
7588, 6046.85, 335.253, 178.874
7591.36, 6048.64, 335.202, 178.749
7594.71, 6050.43, 335.151, 178.623
7598.06, 6052.22, 335.1, 178.498
7601.41, 6054, 335.049, 178.373
7604.76, 6055.79, 334.998, 178.248
7608.11, 6057.57, 334.947, 178.123
7611.46, 6059.35, 334.897, 177.997
7614.81, 6061.13, 334.846, 177.872
7618.16, 6062.91, 334.795, 177.747
7621.51, 6064.69, 334.744, 177.622
7624.85, 6066.46, 334.693, 177.497
7628.2, 6068.24, 334.643, 177.372
7631.55, 6070.01, 334.592, 177.247
7634.89, 6071.78, 334.541, 177.122
7638.24, 6073.55, 334.491, 176.997
7641.58, 6075.32, 334.44, 176.873
7644.93, 6077.09, 334.389, 176.748
7648.27, 6078.86, 334.339, 176.623
7651.61, 6080.63, 334.288, 176.498
7654.96, 6082.39, 334.238, 176.373
7658.3, 6084.15, 334.187, 176.248
7661.64, 6085.92, 334.137, 176.124
7664.98, 6087.68, 334.086, 175.999
7668.32, 6089.44, 334.036, 175.874
7671.66, 6091.2, 333.985, 175.75
7675, 6092.95, 333.935, 175.625
7678.34, 6094.71, 333.885, 175.5
7681.68, 6096.47, 333.834, 175.376
7685.02, 6098.22, 333.784, 175.251
7688.36, 6099.97, 333.733, 175.127
7691.7, 6101.72, 333.683, 175.002
7695.03, 6103.47, 333.633, 174.878
7698.37, 6105.22, 333.583, 174.753
7701.71, 6106.97, 333.532, 174.629
7705.04, 6108.72, 333.482, 174.505
7708.38, 6110.46, 333.432, 174.38
7711.71, 6112.21, 333.382, 174.256
7715.04, 6113.95, 333.332, 174.131
7718.38, 6115.69, 333.281, 174.007
7721.71, 6117.43, 333.231, 173.883
7725.04, 6119.17, 333.181, 173.759
7728.37, 6120.91, 333.131, 173.634
7731.7, 6122.64, 333.081, 173.51
7735.04, 6124.38, 333.031, 173.386
7738.37, 6126.11, 332.981, 173.262
7741.7, 6127.84, 332.931, 173.138
7745.03, 6129.57, 332.881, 173.014
7748.35, 6131.3, 332.831, 172.89
7751.68, 6133.03, 332.781, 172.766
7755.01, 6134.76, 332.731, 172.642
7758.34, 6136.49, 332.681, 172.518
7761.66, 6138.21, 332.631, 172.394
7764.99, 6139.94, 332.582, 172.27
7768.32, 6141.66, 332.532, 172.146
7771.64, 6143.38, 332.482, 172.022
7774.97, 6145.1, 332.432, 171.898
7778.29, 6146.82, 332.382, 171.774
7781.61, 6148.54, 332.333, 171.65
7784.94, 6150.25, 332.283, 171.527
7788.26, 6151.97, 332.233, 171.403
7791.58, 6153.68, 332.184, 171.279
7794.9, 6155.4, 332.134, 171.155
7798.23, 6157.11, 332.084, 171.032
7801.55, 6158.82, 332.035, 170.908
7804.87, 6160.53, 331.985, 170.785
7808.19, 6162.24, 331.935, 170.661
7811.51, 6163.94, 331.886, 170.537
7814.83, 6165.65, 331.836, 170.414
7818.14, 6167.35, 331.787, 170.29
7821.46, 6169.05, 331.737, 170.167
7824.78, 6170.76, 331.688, 170.043
7828.1, 6172.46, 331.638, 169.92
7831.41, 6174.16, 331.589, 169.796
7834.73, 6175.85, 331.54, 169.673
7838.04, 6177.55, 331.49, 169.55
7841.36, 6179.25, 331.441, 169.426
7844.67, 6180.94, 331.392, 169.303
7847.99, 6182.63, 331.342, 169.18
7851.3, 6184.33, 331.293, 169.056
7854.61, 6186.02, 331.244, 168.933
7857.93, 6187.7, 331.194, 168.81
7861.24, 6189.39, 331.145, 168.687
7864.55, 6191.08, 331.096, 168.563
7867.86, 6192.77, 331.047, 168.44
7871.17, 6194.45, 330.997, 168.317
7874.48, 6196.13, 330.948, 168.194
7877.79, 6197.82, 330.899, 168.071
7881.1, 6199.5, 330.85, 167.948
7884.41, 6201.18, 330.801, 167.825
7887.72, 6202.85, 330.752, 167.702
7891.02, 6204.53, 330.703, 167.579
7894.33, 6206.21, 330.654, 167.456
7897.64, 6207.88, 330.605, 167.333
7900.94, 6209.55, 330.556, 167.21
7904.25, 6211.23, 330.507, 167.087
7907.55, 6212.9, 330.458, 166.964
7910.86, 6214.57, 330.409, 166.842
7914.16, 6216.24, 330.36, 166.719
7917.47, 6217.9, 330.311, 166.596
7920.77, 6219.57, 330.262, 166.473
7924.07, 6221.23, 330.213, 166.351
7927.37, 6222.9, 330.164, 166.228
7930.68, 6224.56, 330.116, 166.105
7933.98, 6226.22, 330.067, 165.983
7937.28, 6227.88, 330.018, 165.86
7940.58, 6229.54, 329.969, 165.737
7943.88, 6231.2, 329.921, 165.615
7947.18, 6232.85, 329.872, 165.492
7950.47, 6234.51, 329.823, 165.37
7953.77, 6236.16, 329.774, 165.247
7957.07, 6237.81, 329.726, 165.125
7960.37, 6239.46, 329.677, 165.002
7963.66, 6241.11, 329.629, 164.88
7966.96, 6242.76, 329.58, 164.757
7970.26, 6244.41, 329.531, 164.635
7973.55, 6246.06, 329.483, 164.513
7976.85, 6247.7, 329.434, 164.39
7980.14, 6249.35, 329.386, 164.268
7983.44, 6250.99, 329.337, 164.146
7986.73, 6252.63, 329.289, 164.023
7990.02, 6254.27, 329.24, 163.901
7993.31, 6255.91, 329.192, 163.779
7996.61, 6257.55, 329.143, 163.657
7999.9, 6259.18, 329.095, 163.535
8003.19, 6260.82, 329.047, 163.413
8006.48, 6262.45, 328.998, 163.29
8009.77, 6264.09, 328.95, 163.168
8013.06, 6265.72, 328.902, 163.046
8016.35, 6267.35, 328.853, 162.924
8019.64, 6268.98, 328.805, 162.802
8022.92, 6270.61, 328.757, 162.68
8026.21, 6272.23, 328.709, 162.558
8029.5, 6273.86, 328.66, 162.436
8032.78, 6275.48, 328.612, 162.314
8036.07, 6277.11, 328.564, 162.192
8039.36, 6278.73, 328.516, 162.071
8042.64, 6280.35, 328.468, 161.949
8045.93, 6281.97, 328.42, 161.827
8049.21, 6283.59, 328.372, 161.705
8052.49, 6285.2, 328.323, 161.583
8055.78, 6286.82, 328.275, 161.462
8059.06, 6288.43, 328.227, 161.34
8062.34, 6290.05, 328.179, 161.218
8065.62, 6291.66, 328.131, 161.096
8068.91, 6293.27, 328.083, 160.975
8072.19, 6294.88, 328.035, 160.853
8075.47, 6296.49, 327.987, 160.732
8078.75, 6298.1, 327.94, 160.61
8082.03, 6299.7, 327.892, 160.488
8085.31, 6301.31, 327.844, 160.367
8088.58, 6302.91, 327.796, 160.245
8091.86, 6304.51, 327.748, 160.124
8095.14, 6306.11, 327.7, 160.002
8098.42, 6307.71, 327.652, 159.881
8101.69, 6309.31, 327.605, 159.76
8104.97, 6310.91, 327.557, 159.638
8108.24, 6312.51, 327.509, 159.517
8111.52, 6314.1, 327.461, 159.395
8114.79, 6315.7, 327.414, 159.274
8118.07, 6317.29, 327.366, 159.153
8121.34, 6318.88, 327.318, 159.032
8124.61, 6320.47, 327.271, 158.91
8127.89, 6322.06, 327.223, 158.789
8131.16, 6323.65, 327.176, 158.668
8134.43, 6325.23, 327.128, 158.547
8137.7, 6326.82, 327.08, 158.426
8140.97, 6328.4, 327.033, 158.304
8144.24, 6329.99, 326.985, 158.183
8147.51, 6331.57, 326.938, 158.062
8150.78, 6333.15, 326.89, 157.941
8154.05, 6334.73, 326.843, 157.82
8157.32, 6336.31, 326.795, 157.699
8160.59, 6337.88, 326.748, 157.578
8163.86, 6339.46, 326.701, 157.457
8167.12, 6341.03, 326.653, 157.336
8170.39, 6342.61, 326.606, 157.215
8173.66, 6344.18, 326.558, 157.094
8176.92, 6345.75, 326.511, 156.974
8180.19, 6347.32, 326.464, 156.853
8183.45, 6348.89, 326.416, 156.732
8186.72, 6350.46, 326.369, 156.611
8189.98, 6352.02, 326.322, 156.49
8193.24, 6353.59, 326.275, 156.37
8196.5, 6355.15, 326.227, 156.249
8199.77, 6356.71, 326.18, 156.128
8203.03, 6358.27, 326.133, 156.007
8206.29, 6359.83, 326.086, 155.887
8209.55, 6361.39, 326.039, 155.766
8212.81, 6362.95, 325.992, 155.646
8216.07, 6364.51, 325.945, 155.525
8219.33, 6366.06, 325.897, 155.404
8222.59, 6367.62, 325.85, 155.284
8225.85, 6369.17, 325.803, 155.163
8229.11, 6370.72, 325.756, 155.043
8232.36, 6372.27, 325.709, 154.922
8235.62, 6373.82, 325.662, 154.802
8238.88, 6375.37, 325.615, 154.681
8242.13, 6376.92, 325.568, 154.561
8245.39, 6378.46, 325.521, 154.441
8248.64, 6380.01, 325.475, 154.32
8251.9, 6381.55, 325.428, 154.2
8255.15, 6383.09, 325.381, 154.08
8258.41, 6384.63, 325.334, 153.959
8261.66, 6386.17, 325.287, 153.839
8264.91, 6387.71, 325.24, 153.719
8268.17, 6389.25, 325.193, 153.599
8271.42, 6390.78, 325.147, 153.478
8274.67, 6392.32, 325.1, 153.358
8277.92, 6393.85, 325.053, 153.238
8281.17, 6395.38, 325.006, 153.118
8284.42, 6396.92, 324.96, 152.998
8287.67, 6398.45, 324.913, 152.878
8290.92, 6399.97, 324.866, 152.758
8294.17, 6401.5, 324.82, 152.638
8297.42, 6403.03, 324.773, 152.518
8300.66, 6404.55, 324.726, 152.398
8303.91, 6406.08, 324.68, 152.278
8307.16, 6407.6, 324.633, 152.158
8310.4, 6409.12, 324.587, 152.038
8313.65, 6410.64, 324.54, 151.918
8316.9, 6412.16, 324.494, 151.798
8320.14, 6413.68, 324.447, 151.678
8323.39, 6415.2, 324.401, 151.558
8326.63, 6416.71, 324.354, 151.439
8329.87, 6418.23, 324.308, 151.319
8333.12, 6419.74, 324.261, 151.199
8336.36, 6421.25, 324.215, 151.079
8339.6, 6422.76, 324.169, 150.96
8342.84, 6424.27, 324.122, 150.84
8346.08, 6425.78, 324.076, 150.72
8349.32, 6427.29, 324.03, 150.601
8352.56, 6428.79, 323.983, 150.481
8355.8, 6430.3, 323.937, 150.361
8359.04, 6431.8, 323.891, 150.242
8362.28, 6433.3, 323.844, 150.122
8365.52, 6434.8, 323.798, 150.003
8368.76, 6436.3, 323.752, 149.883
8372, 6437.8, 323.706, 149.764
8375.23, 6439.3, 323.66, 149.644
8378.47, 6440.8, 323.613, 149.525
8381.71, 6442.29, 323.567, 149.405
8384.94, 6443.79, 323.521, 149.286
8388.18, 6445.28, 323.475, 149.167
8391.41, 6446.77, 323.429, 149.047
8394.65, 6448.26, 323.383, 148.928
8397.88, 6449.75, 323.337, 148.809
8401.11, 6451.24, 323.291, 148.689
8404.35, 6452.73, 323.245, 148.57
8407.58, 6454.21, 323.199, 148.451
8410.81, 6455.7, 323.153, 148.332
8414.04, 6457.18, 323.107, 148.212
8417.27, 6458.66, 323.061, 148.093
8420.5, 6460.14, 323.015, 147.974
8423.73, 6461.62, 322.969, 147.855
8426.96, 6463.1, 322.923, 147.736
8430.19, 6464.58, 322.877, 147.617
8433.42, 6466.05, 322.831, 147.498
8436.65, 6467.53, 322.786, 147.379
8439.88, 6469, 322.74, 147.26
8443.11, 6470.48, 322.694, 147.141
8446.33, 6471.95, 322.648, 147.022
8449.56, 6473.42, 322.602, 146.903
8452.79, 6474.89, 322.557, 146.784
8456.01, 6476.35, 322.511, 146.665
8459.24, 6477.82, 322.465, 146.546
8462.46, 6479.29, 322.42, 146.427
8465.68, 6480.75, 322.374, 146.308
8468.91, 6482.21, 322.328, 146.189
8472.13, 6483.68, 322.283, 146.071
8475.35, 6485.14, 322.237, 145.952
8478.58, 6486.6, 322.191, 145.833
8481.8, 6488.05, 322.146, 145.714
8485.02, 6489.51, 322.1, 145.596
8488.24, 6490.97, 322.055, 145.477
8491.46, 6492.42, 322.009, 145.358
8494.68, 6493.88, 321.964, 145.24
8497.9, 6495.33, 321.918, 145.121
8501.12, 6496.78, 321.873, 145.003
8504.34, 6498.23, 321.827, 144.884
8507.56, 6499.68, 321.782, 144.765
8510.78, 6501.13, 321.736, 144.647
8513.99, 6502.57, 321.691, 144.528
8517.21, 6504.02, 321.646, 144.41
8520.43, 6505.46, 321.6, 144.291
8523.64, 6506.9, 321.555, 144.173
8526.86, 6508.35, 321.51, 144.055
8530.07, 6509.79, 321.464, 143.936
8533.29, 6511.23, 321.419, 143.818
8536.5, 6512.66, 321.374, 143.699
8539.72, 6514.1, 321.329, 143.581
8542.93, 6515.54, 321.283, 143.463
8546.14, 6516.97, 321.238, 143.344
8549.35, 6518.41, 321.193, 143.226
8552.57, 6519.84, 321.148, 143.108
8555.78, 6521.27, 321.103, 142.99
8558.99, 6522.7, 321.057, 142.872
8562.2, 6524.13, 321.012, 142.753
8565.41, 6525.56, 320.967, 142.635
8568.62, 6526.98, 320.922, 142.517
8571.83, 6528.41, 320.877, 142.399
8575.04, 6529.83, 320.832, 142.281
8578.25, 6531.25, 320.787, 142.163
8581.45, 6532.68, 320.742, 142.045
8584.66, 6534.1, 320.697, 141.927
8587.87, 6535.51, 320.652, 141.809
8591.07, 6536.93, 320.607, 141.691
8594.28, 6538.35, 320.562, 141.573
8597.49, 6539.77, 320.517, 141.455
8600.69, 6541.18, 320.472, 141.337
8603.9, 6542.59, 320.427, 141.219
8607.1, 6544.01, 320.382, 141.101
8610.3, 6545.42, 320.337, 140.983
8613.51, 6546.83, 320.293, 140.865
8616.71, 6548.24, 320.248, 140.748
8619.91, 6549.64, 320.203, 140.63
8623.11, 6551.05, 320.158, 140.512
8626.32, 6552.45, 320.113, 140.394
8629.52, 6553.86, 320.069, 140.276
8632.72, 6555.26, 320.024, 140.159
8635.92, 6556.66, 319.979, 140.041
8639.12, 6558.06, 319.934, 139.923
8642.32, 6559.46, 319.89, 139.806
8645.52, 6560.86, 319.845, 139.688
8648.71, 6562.26, 319.8, 139.571
8651.91, 6563.65, 319.756, 139.453
8655.11, 6565.05, 319.711, 139.335
8658.31, 6566.44, 319.667, 139.218
8661.5, 6567.83, 319.622, 139.1
8664.7, 6569.22, 319.577, 138.983
8667.9, 6570.61, 319.533, 138.865
8671.09, 6572, 319.488, 138.748
8674.29, 6573.39, 319.444, 138.631
8677.48, 6574.78, 319.399, 138.513
8680.67, 6576.16, 319.355, 138.396
8683.87, 6577.54, 319.31, 138.278
8687.06, 6578.93, 319.266, 138.161
8690.25, 6580.31, 319.222, 138.044
8693.45, 6581.69, 319.177, 137.926
8696.64, 6583.07, 319.133, 137.809
8699.83, 6584.45, 319.088, 137.692
8703.02, 6585.82, 319.044, 137.575
8706.21, 6587.2, 319, 137.457
8709.4, 6588.57, 318.955, 137.34
8712.59, 6589.95, 318.911, 137.223
8715.78, 6591.32, 318.867, 137.106
8718.97, 6592.69, 318.823, 136.989
8722.16, 6594.06, 318.778, 136.872
8725.34, 6595.43, 318.734, 136.754
8728.53, 6596.8, 318.69, 136.637
8731.72, 6598.16, 318.646, 136.52
8734.9, 6599.53, 318.601, 136.403
8738.09, 6600.89, 318.557, 136.286
8741.28, 6602.26, 318.513, 136.169
8744.46, 6603.62, 318.469, 136.052
8747.65, 6604.98, 318.425, 135.935
8750.83, 6606.34, 318.381, 135.818
8754.01, 6607.7, 318.337, 135.702
8757.2, 6609.05, 318.293, 135.585
8760.38, 6610.41, 318.249, 135.468
8763.56, 6611.76, 318.205, 135.351
8766.74, 6613.12, 318.161, 135.234
8769.93, 6614.47, 318.117, 135.117
8773.11, 6615.82, 318.073, 135.001
8776.29, 6617.17, 318.029, 134.884
8779.47, 6618.52, 317.985, 134.767
8782.65, 6619.87, 317.941, 134.65
8785.83, 6621.21, 317.897, 134.534
8789.01, 6622.56, 317.853, 134.417
8792.19, 6623.9, 317.809, 134.3
8795.36, 6625.25, 317.765, 134.184
8798.54, 6626.59, 317.721, 134.067
8801.72, 6627.93, 317.677, 133.951
8804.89, 6629.27, 317.634, 133.834
8808.07, 6630.61, 317.59, 133.717
8811.25, 6631.94, 317.546, 133.601
8814.42, 6633.28, 317.502, 133.484
8817.6, 6634.61, 317.459, 133.368
8820.77, 6635.95, 317.415, 133.251
8823.95, 6637.28, 317.371, 133.135
8827.12, 6638.61, 317.327, 133.019
8830.29, 6639.94, 317.284, 132.902
8833.47, 6641.27, 317.24, 132.786
8836.64, 6642.6, 317.197, 132.669
8839.81, 6643.93, 317.153, 132.553
8842.98, 6645.25, 317.109, 132.437
8846.15, 6646.58, 317.066, 132.32
8849.32, 6647.9, 317.022, 132.204
8852.49, 6649.22, 316.979, 132.088
8855.66, 6650.54, 316.935, 131.972
8858.83, 6651.86, 316.891, 131.855
8862, 6653.18, 316.848, 131.739
8865.17, 6654.5, 316.805, 131.623
8868.34, 6655.81, 316.761, 131.507
8871.51, 6657.13, 316.718, 131.391
8874.67, 6658.44, 316.674, 131.275
8877.84, 6659.75, 316.631, 131.158
8881.01, 6661.07, 316.587, 131.042
8884.17, 6662.38, 316.544, 130.926
8887.34, 6663.69, 316.501, 130.81
8890.5, 6664.99, 316.457, 130.694
8893.67, 6666.3, 316.414, 130.578
8896.83, 6667.61, 316.371, 130.462
8900, 6668.91, 316.327, 130.346
8903.16, 6670.22, 316.284, 130.23
8906.32, 6671.52, 316.241, 130.114
8909.48, 6672.82, 316.197, 129.999
8912.65, 6674.12, 316.154, 129.883
8915.81, 6675.42, 316.111, 129.767
8918.97, 6676.72, 316.068, 129.651
8922.13, 6678.01, 316.025, 129.535
8925.29, 6679.31, 315.981, 129.419
8928.45, 6680.6, 315.938, 129.304
8931.61, 6681.89, 315.895, 129.188
8934.77, 6683.19, 315.852, 129.072
8937.93, 6684.48, 315.809, 128.956
8941.08, 6685.77, 315.766, 128.841
8944.24, 6687.05, 315.723, 128.725
8947.4, 6688.34, 315.68, 128.609
8950.56, 6689.63, 315.637, 128.494
8953.71, 6690.91, 315.594, 128.378
8956.87, 6692.2, 315.551, 128.263
8960.02, 6693.48, 315.508, 128.147
8963.18, 6694.76, 315.465, 128.031
8966.33, 6696.04, 315.422, 127.916
8969.49, 6697.32, 315.379, 127.8
8972.64, 6698.6, 315.336, 127.685
8975.79, 6699.88, 315.293, 127.569
8978.95, 6701.15, 315.25, 127.454
8982.1, 6702.43, 315.207, 127.338
8985.25, 6703.7, 315.164, 127.223
8988.4, 6704.97, 315.121, 127.108
8991.56, 6706.24, 315.078, 126.992
8994.71, 6707.51, 315.036, 126.877
8997.86, 6708.78, 314.993, 126.762
9001.01, 6710.05, 314.95, 126.646
9004.16, 6711.31, 314.907, 126.531
9007.3, 6712.58, 314.865, 126.416
9010.45, 6713.84, 314.822, 126.3
9013.6, 6715.11, 314.779, 126.185
9016.75, 6716.37, 314.736, 126.07
9019.9, 6717.63, 314.694, 125.955
9023.04, 6718.89, 314.651, 125.84
9026.19, 6720.15, 314.608, 125.724
9029.34, 6721.41, 314.566, 125.609
9032.48, 6722.66, 314.523, 125.494
9035.63, 6723.92, 314.481, 125.379
9038.77, 6725.17, 314.438, 125.264
9041.92, 6726.42, 314.395, 125.149
9045.06, 6727.67, 314.353, 125.034
9048.2, 6728.92, 314.31, 124.919
9051.35, 6730.17, 314.268, 124.804
9054.49, 6731.42, 314.225, 124.689
9057.63, 6732.67, 314.183, 124.574
9060.77, 6733.91, 314.14, 124.459
9063.92, 6735.16, 314.098, 124.344
9067.06, 6736.4, 314.055, 124.229
9070.2, 6737.64, 314.013, 124.114
9073.34, 6738.89, 313.971, 123.999
9076.48, 6740.13, 313.928, 123.885
9079.62, 6741.36, 313.886, 123.77
9082.75, 6742.6, 313.843, 123.655
9085.89, 6743.84, 313.801, 123.54
9089.03, 6745.07, 313.759, 123.425
9092.17, 6746.31, 313.716, 123.311
9095.31, 6747.54, 313.674, 123.196
9098.44, 6748.77, 313.632, 123.081
9101.58, 6750, 313.59, 122.967
9104.71, 6751.23, 313.547, 122.852
9107.85, 6752.46, 313.505, 122.737
9110.99, 6753.69, 313.463, 122.623
9114.12, 6754.92, 313.421, 122.508
9117.25, 6756.14, 313.379, 122.393
9120.39, 6757.37, 313.336, 122.279
9123.52, 6758.59, 313.294, 122.164
9126.65, 6759.81, 313.252, 122.05
9129.79, 6761.03, 313.21, 121.935
9132.92, 6762.25, 313.168, 121.821
9136.05, 6763.47, 313.126, 121.706
9139.18, 6764.68, 313.084, 121.592
9142.31, 6765.9, 313.042, 121.477
9145.44, 6767.12, 313, 121.363
9148.57, 6768.33, 312.957, 121.249
9151.7, 6769.54, 312.915, 121.134
9154.83, 6770.75, 312.873, 121.02
9157.96, 6771.96, 312.832, 120.906
9161.09, 6773.17, 312.79, 120.791
9164.22, 6774.38, 312.748, 120.677
9167.34, 6775.59, 312.706, 120.563
9170.47, 6776.79, 312.664, 120.448
9173.6, 6778, 312.622, 120.334
9176.72, 6779.2, 312.58, 120.22
9179.85, 6780.4, 312.538, 120.106
9182.98, 6781.6, 312.496, 119.991
9186.1, 6782.8, 312.454, 119.877
9189.22, 6784, 312.413, 119.763
9192.35, 6785.2, 312.371, 119.649
9195.47, 6786.4, 312.329, 119.535
9198.6, 6787.59, 312.287, 119.421
9201.72, 6788.79, 312.245, 119.307
9204.84, 6789.98, 312.204, 119.193
9207.96, 6791.17, 312.162, 119.079
9211.08, 6792.36, 312.12, 118.965
9214.21, 6793.55, 312.078, 118.851
9217.33, 6794.74, 312.037, 118.737
9220.45, 6795.93, 311.995, 118.623
9223.57, 6797.11, 311.953, 118.509
9226.69, 6798.3, 311.912, 118.395
9229.81, 6799.48, 311.87, 118.281
9232.92, 6800.67, 311.829, 118.167
9236.04, 6801.85, 311.787, 118.053
9239.16, 6803.03, 311.745, 117.939
9242.28, 6804.21, 311.704, 117.826
9245.4, 6805.39, 311.662, 117.712
9248.51, 6806.56, 311.621, 117.598
9251.63, 6807.74, 311.579, 117.484
9254.74, 6808.91, 311.538, 117.37
9257.86, 6810.09, 311.496, 117.257
9260.97, 6811.26, 311.455, 117.143
9264.09, 6812.43, 311.413, 117.029
9267.2, 6813.6, 311.372, 116.916
9270.32, 6814.77, 311.33, 116.802
9273.43, 6815.94, 311.289, 116.688
9276.54, 6817.11, 311.248, 116.575
9279.66, 6818.27, 311.206, 116.461
9282.77, 6819.44, 311.165, 116.348
9285.88, 6820.6, 311.124, 116.234
9288.99, 6821.76, 311.082, 116.12
9292.1, 6822.92, 311.041, 116.007
9295.21, 6824.08, 311, 115.893
9298.32, 6825.24, 310.958, 115.78
9301.43, 6826.4, 310.917, 115.666
9304.54, 6827.56, 310.876, 115.553
9307.65, 6828.71, 310.835, 115.44
9310.76, 6829.87, 310.793, 115.326
9313.87, 6831.02, 310.752, 115.213
9316.97, 6832.17, 310.711, 115.099
9320.08, 6833.32, 310.67, 114.986
9323.19, 6834.47, 310.629, 114.873
9326.29, 6835.62, 310.587, 114.759
9329.4, 6836.77, 310.546, 114.646
9332.5, 6837.91, 310.505, 114.533
9335.61, 6839.06, 310.464, 114.42
9338.71, 6840.2, 310.423, 114.306
9341.82, 6841.35, 310.382, 114.193
9344.92, 6842.49, 310.341, 114.08
9348.03, 6843.63, 310.3, 113.967
9351.13, 6844.77, 310.259, 113.854
9354.23, 6845.91, 310.218, 113.74
9357.33, 6847.05, 310.177, 113.627
9360.43, 6848.18, 310.136, 113.514
9363.54, 6849.32, 310.095, 113.401
9366.64, 6850.45, 310.054, 113.288
9369.74, 6851.58, 310.013, 113.175
9372.84, 6852.72, 309.972, 113.062
9375.94, 6853.85, 309.931, 112.949
9379.04, 6854.98, 309.89, 112.836
9382.14, 6856.1, 309.849, 112.723
9385.23, 6857.23, 309.808, 112.61
9388.33, 6858.36, 309.768, 112.497
9391.43, 6859.48, 309.727, 112.384
9394.53, 6860.61, 309.686, 112.271
9397.62, 6861.73, 309.645, 112.158
9400.72, 6862.85, 309.604, 112.045
9403.82, 6863.97, 309.564, 111.932
9406.91, 6865.09, 309.523, 111.82
9410.01, 6866.21, 309.482, 111.707
9413.1, 6867.33, 309.441, 111.594
9416.2, 6868.44, 309.401, 111.481
9419.29, 6869.56, 309.36, 111.368
9422.38, 6870.67, 309.319, 111.256
9425.48, 6871.78, 309.279, 111.143
9428.57, 6872.89, 309.238, 111.03
9431.66, 6874, 309.197, 110.918
9434.75, 6875.11, 309.157, 110.805
9437.85, 6876.22, 309.116, 110.692
9440.94, 6877.33, 309.075, 110.58
9444.03, 6878.43, 309.035, 110.467
9447.12, 6879.54, 308.994, 110.354
9450.21, 6880.64, 308.954, 110.242
9453.3, 6881.75, 308.913, 110.129
9456.39, 6882.85, 308.873, 110.017
9459.48, 6883.95, 308.832, 109.904
9462.56, 6885.05, 308.792, 109.792
9465.65, 6886.14, 308.751, 109.679
9468.74, 6887.24, 308.711, 109.567
9471.83, 6888.34, 308.67, 109.454
9474.91, 6889.43, 308.63, 109.342
9478, 6890.52, 308.589, 109.229
9481.09, 6891.62, 308.549, 109.117
9484.17, 6892.71, 308.509, 109.005
9487.26, 6893.8, 308.468, 108.892
9490.34, 6894.89, 308.428, 108.78
9493.43, 6895.97, 308.388, 108.668
9496.51, 6897.06, 308.347, 108.555
9499.59, 6898.15, 308.307, 108.443
9502.68, 6899.23, 308.267, 108.331
9505.76, 6900.31, 308.226, 108.218
9508.84, 6901.4, 308.186, 108.106
9511.92, 6902.48, 308.146, 107.994
9515, 6903.56, 308.105, 107.882
9518.08, 6904.64, 308.065, 107.77
9521.17, 6905.71, 308.025, 107.657
9524.25, 6906.79, 307.985, 107.545
9527.33, 6907.87, 307.945, 107.433
9530.4, 6908.94, 307.904, 107.321
9533.48, 6910.01, 307.864, 107.209
9536.56, 6911.09, 307.824, 107.097
9539.64, 6912.16, 307.784, 106.985
9542.72, 6913.23, 307.744, 106.873
9545.8, 6914.29, 307.704, 106.761
9548.87, 6915.36, 307.664, 106.649
9551.95, 6916.43, 307.624, 106.537
9555.03, 6917.49, 307.584, 106.425
9558.1, 6918.56, 307.544, 106.313
9561.18, 6919.62, 307.504, 106.201
9564.25, 6920.68, 307.463, 106.089
9567.33, 6921.74, 307.423, 105.977
9570.4, 6922.8, 307.384, 105.865
9573.48, 6923.86, 307.344, 105.753
9576.55, 6924.92, 307.304, 105.641
9579.62, 6925.98, 307.264, 105.53
9582.69, 6927.03, 307.224, 105.418
9585.77, 6928.09, 307.184, 105.306
9588.84, 6929.14, 307.144, 105.194
9591.91, 6930.19, 307.104, 105.082
9594.98, 6931.24, 307.064, 104.971
9598.05, 6932.29, 307.024, 104.859
9601.12, 6933.34, 306.984, 104.747
9604.19, 6934.39, 306.945, 104.636
9607.26, 6935.43, 306.905, 104.524
9610.33, 6936.48, 306.865, 104.412
9613.4, 6937.52, 306.825, 104.301
9616.47, 6938.57, 306.785, 104.189
