x, y, v_x, v_y
15606.6, 6756.96, 239.88, -111.723
15609, 6755.85, 239.854, -111.809
15611.4, 6754.73, 239.829, -111.896
15613.8, 6753.61, 239.804, -111.982
15616.2, 6752.49, 239.778, -112.068
15618.6, 6751.37, 239.753, -112.154
15621, 6750.25, 239.728, -112.24
15623.4, 6749.13, 239.702, -112.327
15625.8, 6748, 239.677, -112.413
15628.2, 6746.88, 239.651, -112.499
15630.6, 6745.75, 239.626, -112.585
15633, 6744.63, 239.601, -112.671
15635.4, 6743.5, 239.575, -112.758
15637.8, 6742.37, 239.55, -112.844
15640.2, 6741.25, 239.524, -112.93
15642.6, 6740.12, 239.499, -113.016
15645, 6738.99, 239.474, -113.102
15647.3, 6737.85, 239.448, -113.188
15649.7, 6736.72, 239.423, -113.274
15652.1, 6735.59, 239.398, -113.361
15654.5, 6734.46, 239.372, -113.447
15656.9, 6733.32, 239.347, -113.533
15659.3, 6732.19, 239.322, -113.619
15661.7, 6731.05, 239.296, -113.705
15664.1, 6729.91, 239.271, -113.791
15666.5, 6728.78, 239.245, -113.877
15668.9, 6727.64, 239.22, -113.963
15671.3, 6726.5, 239.195, -114.049
15673.7, 6725.36, 239.169, -114.135
15676.1, 6724.22, 239.144, -114.221
15678.5, 6723.07, 239.119, -114.307
15680.8, 6721.93, 239.093, -114.393
15683.2, 6720.79, 239.068, -114.479
15685.6, 6719.64, 239.043, -114.565
15688, 6718.5, 239.017, -114.651
15690.4, 6717.35, 238.992, -114.737
15692.8, 6716.2, 238.967, -114.823
15695.2, 6715.05, 238.941, -114.909
15697.6, 6713.9, 238.916, -114.995
15700, 6712.75, 238.891, -115.08
15702.4, 6711.6, 238.865, -115.166
15704.7, 6710.45, 238.84, -115.252
15707.1, 6709.3, 238.815, -115.338
15709.5, 6708.15, 238.789, -115.424
15711.9, 6706.99, 238.764, -115.51
15714.3, 6705.84, 238.739, -115.596
15716.7, 6704.68, 238.713, -115.681
15719.1, 6703.52, 238.688, -115.767
15721.5, 6702.37, 238.663, -115.853
15723.8, 6701.21, 238.637, -115.939
15726.2, 6700.05, 238.612, -116.025
15728.6, 6698.89, 238.587, -116.111
15731, 6697.73, 238.561, -116.196
15733.4, 6696.57, 238.536, -116.282
15735.8, 6695.4, 238.511, -116.368
15738.2, 6694.24, 238.485, -116.454
15740.5, 6693.07, 238.46, -116.539
15742.9, 6691.91, 238.435, -116.625
15745.3, 6690.74, 238.409, -116.711
15747.7, 6689.58, 238.384, -116.796
15750.1, 6688.41, 238.359, -116.882
15752.5, 6687.24, 238.333, -116.968
15754.8, 6686.07, 238.308, -117.054
15757.2, 6684.9, 238.283, -117.139
15759.6, 6683.73, 238.258, -117.225
15762, 6682.55, 238.232, -117.311
15764.4, 6681.38, 238.207, -117.396
15766.8, 6680.21, 238.182, -117.482
15769.1, 6679.03, 238.156, -117.567
15771.5, 6677.86, 238.131, -117.653
15773.9, 6676.68, 238.106, -117.739
15776.3, 6675.5, 238.08, -117.824
15778.7, 6674.32, 238.055, -117.91
15781, 6673.15, 238.03, -117.995
15783.4, 6671.97, 238.005, -118.081
15785.8, 6670.79, 237.979, -118.166
15788.2, 6669.6, 237.954, -118.252
15790.6, 6668.42, 237.929, -118.338
15792.9, 6667.24, 237.903, -118.423
15795.3, 6666.05, 237.878, -118.509
15797.7, 6664.87, 237.853, -118.594
15800.1, 6663.68, 237.827, -118.68
15802.5, 6662.5, 237.802, -118.765
15804.8, 6661.31, 237.777, -118.851
15807.2, 6660.12, 237.752, -118.936
15809.6, 6658.93, 237.726, -119.021
15812, 6657.74, 237.701, -119.107
15814.3, 6656.55, 237.676, -119.192
15816.7, 6655.36, 237.651, -119.278
15819.1, 6654.16, 237.625, -119.363
15821.5, 6652.97, 237.6, -119.449
15823.9, 6651.78, 237.575, -119.534
15826.2, 6650.58, 237.549, -119.619
15828.6, 6649.38, 237.524, -119.705
15831, 6648.19, 237.499, -119.79
15833.4, 6646.99, 237.474, -119.875
15835.7, 6645.79, 237.448, -119.961
15838.1, 6644.59, 237.423, -120.046
15840.5, 6643.39, 237.398, -120.131
15842.9, 6642.19, 237.373, -120.217
15845.2, 6640.99, 237.347, -120.302
15847.6, 6639.78, 237.322, -120.387
15850, 6638.58, 237.297, -120.473
15852.3, 6637.38, 237.271, -120.558
15854.7, 6636.17, 237.246, -120.643
15857.1, 6634.96, 237.221, -120.728
15859.5, 6633.76, 237.196, -120.814
15861.8, 6632.55, 237.17, -120.899
15864.2, 6631.34, 237.145, -120.984
15866.6, 6630.13, 237.12, -121.069
15869, 6628.92, 237.095, -121.155
15871.3, 6627.71, 237.069, -121.24
15873.7, 6626.49, 237.044, -121.325
15876.1, 6625.28, 237.019, -121.41
15878.4, 6624.07, 236.994, -121.495
15880.8, 6622.85, 236.968, -121.58
15883.2, 6621.64, 236.943, -121.666
15885.5, 6620.42, 236.918, -121.751
15887.9, 6619.2, 236.893, -121.836
15890.3, 6617.98, 236.867, -121.921
15892.6, 6616.76, 236.842, -122.006
15895, 6615.54, 236.817, -122.091
15897.4, 6614.32, 236.792, -122.176
15899.8, 6613.1, 236.767, -122.261
15902.1, 6611.88, 236.741, -122.346
15904.5, 6610.66, 236.716, -122.431
15906.9, 6609.43, 236.691, -122.517
15909.2, 6608.21, 236.666, -122.602
15911.6, 6606.98, 236.64, -122.687
15914, 6605.75, 236.615, -122.772
15916.3, 6604.53, 236.59, -122.857
15918.7, 6603.3, 236.565, -122.942
15921.1, 6602.07, 236.539, -123.027
15923.4, 6600.84, 236.514, -123.112
15925.8, 6599.61, 236.489, -123.197
15928.1, 6598.37, 236.464, -123.282
15930.5, 6597.14, 236.439, -123.366
15932.9, 6595.91, 236.413, -123.451
15935.2, 6594.67, 236.388, -123.536
15937.6, 6593.44, 236.363, -123.621
15940, 6592.2, 236.338, -123.706
15942.3, 6590.96, 236.312, -123.791
15944.7, 6589.73, 236.287, -123.876
15947.1, 6588.49, 236.262, -123.961
15949.4, 6587.25, 236.237, -124.046
15951.8, 6586.01, 236.212, -124.131
15954.1, 6584.77, 236.186, -124.215
15956.5, 6583.52, 236.161, -124.3
15958.9, 6582.28, 236.136, -124.385
15961.2, 6581.04, 236.111, -124.47
15963.6, 6579.79, 236.086, -124.555
15966, 6578.55, 236.06, -124.64
15968.3, 6577.3, 236.035, -124.724
15970.7, 6576.05, 236.01, -124.809
15973, 6574.81, 235.985, -124.894
15975.4, 6573.56, 235.959, -124.979
15977.8, 6572.31, 235.934, -125.063
15980.1, 6571.06, 235.909, -125.148
15982.5, 6569.8, 235.884, -125.233
15984.8, 6568.55, 235.859, -125.318
15987.2, 6567.3, 235.834, -125.402
15989.5, 6566.05, 235.808, -125.487
15991.9, 6564.79, 235.783, -125.572
15994.3, 6563.53, 235.758, -125.656
15996.6, 6562.28, 235.733, -125.741
15999, 6561.02, 235.708, -125.826
16001.3, 6559.76, 235.682, -125.91
16003.7, 6558.5, 235.657, -125.995
16006, 6557.24, 235.632, -126.08
16008.4, 6555.98, 235.607, -126.164
16010.8, 6554.72, 235.582, -126.249
16013.1, 6553.46, 235.556, -126.333
16015.5, 6552.2, 235.531, -126.418
16017.8, 6550.93, 235.506, -126.503
16020.2, 6549.67, 235.481, -126.587
16022.5, 6548.4, 235.456, -126.672
16024.9, 6547.13, 235.43, -126.756
16027.2, 6545.87, 235.405, -126.841
16029.6, 6544.6, 235.38, -126.925
16032, 6543.33, 235.355, -127.01
16034.3, 6542.06, 235.33, -127.094
16036.7, 6540.79, 235.305, -127.179
16039, 6539.52, 235.279, -127.263
16041.4, 6538.24, 235.254, -127.348
16043.7, 6536.97, 235.229, -127.432
16046.1, 6535.69, 235.204, -127.517
16048.4, 6534.42, 235.179, -127.601
16050.8, 6533.14, 235.154, -127.686
16053.1, 6531.87, 235.128, -127.77
16055.5, 6530.59, 235.103, -127.855
16057.8, 6529.31, 235.078, -127.939
16060.2, 6528.03, 235.053, -128.023
16062.5, 6526.75, 235.028, -128.108
16064.9, 6525.47, 235.003, -128.192
16067.2, 6524.19, 234.977, -128.277
16069.6, 6522.91, 234.952, -128.361
16071.9, 6521.62, 234.927, -128.445
16074.3, 6520.34, 234.902, -128.53
16076.6, 6519.05, 234.877, -128.614
16079, 6517.77, 234.852, -128.698
16081.3, 6516.48, 234.826, -128.783
16083.7, 6515.19, 234.801, -128.867
16086, 6513.9, 234.776, -128.951
16088.4, 6512.61, 234.751, -129.035
16090.7, 6511.32, 234.726, -129.12
16093.1, 6510.03, 234.701, -129.204
16095.4, 6508.74, 234.676, -129.288
16097.8, 6507.45, 234.65, -129.373
16100.1, 6506.15, 234.625, -129.457
16102.5, 6504.86, 234.6, -129.541
16104.8, 6503.56, 234.575, -129.625
16107.1, 6502.27, 234.55, -129.709
16109.5, 6500.97, 234.525, -129.794
16111.8, 6499.67, 234.499, -129.878
16114.2, 6498.37, 234.474, -129.962
16116.5, 6497.07, 234.449, -130.046
16118.9, 6495.77, 234.424, -130.13
16121.2, 6494.47, 234.399, -130.214
16123.6, 6493.17, 234.374, -130.299
16125.9, 6491.87, 234.349, -130.383
16128.2, 6490.56, 234.323, -130.467
16130.6, 6489.26, 234.298, -130.551
16132.9, 6487.95, 234.273, -130.635
16135.3, 6486.65, 234.248, -130.719
16137.6, 6485.34, 234.223, -130.803
16140, 6484.03, 234.198, -130.887
16142.3, 6482.72, 234.173, -130.971
16144.6, 6481.41, 234.148, -131.055
16147, 6480.1, 234.122, -131.139
16149.3, 6478.79, 234.097, -131.223
16151.7, 6477.48, 234.072, -131.307
16154, 6476.16, 234.047, -131.391
16156.3, 6474.85, 234.022, -131.475
16158.7, 6473.54, 233.997, -131.559
16161, 6472.22, 233.972, -131.643
16163.4, 6470.9, 233.947, -131.727
16165.7, 6469.59, 233.921, -131.811
16168, 6468.27, 233.896, -131.895
16170.4, 6466.95, 233.871, -131.979
16172.7, 6465.63, 233.846, -132.063
16175.1, 6464.31, 233.821, -132.147
16177.4, 6462.99, 233.796, -132.231
16179.7, 6461.67, 233.771, -132.315
16182.1, 6460.34, 233.746, -132.399
16184.4, 6459.02, 233.72, -132.482
16186.7, 6457.69, 233.695, -132.566
16189.1, 6456.37, 233.67, -132.65
16191.4, 6455.04, 233.645, -132.734
16193.8, 6453.71, 233.62, -132.818
16196.1, 6452.39, 233.595, -132.902
16198.4, 6451.06, 233.57, -132.986
16200.8, 6449.73, 233.545, -133.069
16203.1, 6448.4, 233.52, -133.153
16205.4, 6447.06, 233.494, -133.237
16207.8, 6445.73, 233.469, -133.321
16210.1, 6444.4, 233.444, -133.404
16212.4, 6443.07, 233.419, -133.488
16214.8, 6441.73, 233.394, -133.572
16217.1, 6440.39, 233.369, -133.656
16219.4, 6439.06, 233.344, -133.739
16221.8, 6437.72, 233.319, -133.823
16224.1, 6436.38, 233.294, -133.907
16226.4, 6435.04, 233.268, -133.99
16228.8, 6433.7, 233.243, -134.074
16231.1, 6432.36, 233.218, -134.158
16233.4, 6431.02, 233.193, -134.242
16235.8, 6429.68, 233.168, -134.325
16238.1, 6428.34, 233.143, -134.409
16240.4, 6426.99, 233.118, -134.492
16242.8, 6425.65, 233.093, -134.576
16245.1, 6424.3, 233.068, -134.66
16247.4, 6422.95, 233.043, -134.743
16249.8, 6421.61, 233.017, -134.827
16252.1, 6420.26, 232.992, -134.91
16254.4, 6418.91, 232.967, -134.994
16256.7, 6417.56, 232.942, -135.078
16259.1, 6416.21, 232.917, -135.161
16261.4, 6414.86, 232.892, -135.245
16263.7, 6413.5, 232.867, -135.328
16266.1, 6412.15, 232.842, -135.412
16268.4, 6410.8, 232.817, -135.495
16270.7, 6409.44, 232.792, -135.579
16273, 6408.09, 232.767, -135.662
16275.4, 6406.73, 232.742, -135.746
16277.7, 6405.37, 232.716, -135.829
16280, 6404.01, 232.691, -135.913
16282.4, 6402.65, 232.666, -135.996
16284.7, 6401.29, 232.641, -136.08
16287, 6399.93, 232.616, -136.163
16289.3, 6398.57, 232.591, -136.246
16291.7, 6397.21, 232.566, -136.33
16294, 6395.85, 232.541, -136.413
16296.3, 6394.48, 232.516, -136.497
16298.6, 6393.12, 232.491, -136.58
16301, 6391.75, 232.466, -136.663
16303.3, 6390.39, 232.441, -136.747
16305.6, 6389.02, 232.415, -136.83
16307.9, 6387.65, 232.39, -136.913
16310.3, 6386.28, 232.365, -136.997
16312.6, 6384.91, 232.34, -137.08
16314.9, 6383.54, 232.315, -137.163
16317.2, 6382.17, 232.29, -137.247
16319.6, 6380.8, 232.265, -137.33
16321.9, 6379.42, 232.24, -137.413
16324.2, 6378.05, 232.215, -137.496
16326.5, 6376.67, 232.19, -137.58
16328.8, 6375.3, 232.165, -137.663
16331.2, 6373.92, 232.14, -137.746
16333.5, 6372.54, 232.115, -137.829
16335.8, 6371.16, 232.09, -137.913
16338.1, 6369.79, 232.065, -137.996
16340.5, 6368.41, 232.039, -138.079
16342.8, 6367.02, 232.014, -138.162
16345.1, 6365.64, 231.989, -138.245
16347.4, 6364.26, 231.964, -138.329
16349.7, 6362.88, 231.939, -138.412
16352, 6361.49, 231.914, -138.495
16354.4, 6360.11, 231.889, -138.578
16356.7, 6358.72, 231.864, -138.661
16359, 6357.34, 231.839, -138.744
16361.3, 6355.95, 231.814, -138.827
16363.6, 6354.56, 231.789, -138.91
16366, 6353.17, 231.764, -138.994
16368.3, 6351.78, 231.739, -139.077
16370.6, 6350.39, 231.714, -139.16
16372.9, 6349, 231.689, -139.243
16375.2, 6347.61, 231.664, -139.326
16377.5, 6346.21, 231.639, -139.409
16379.9, 6344.82, 231.614, -139.492
16382.2, 6343.42, 231.588, -139.575
16384.5, 6342.03, 231.563, -139.658
16386.8, 6340.63, 231.538, -139.741
16389.1, 6339.23, 231.513, -139.824
16391.4, 6337.84, 231.488, -139.907
16393.8, 6336.44, 231.463, -139.99
16396.1, 6335.04, 231.438, -140.073
16398.4, 6333.64, 231.413, -140.156
16400.7, 6332.23, 231.388, -140.239
16403, 6330.83, 231.363, -140.322
16405.3, 6329.43, 231.338, -140.404
16407.6, 6328.03, 231.313, -140.487
16410, 6326.62, 231.288, -140.57
16412.3, 6325.21, 231.263, -140.653
16414.6, 6323.81, 231.238, -140.736
16416.9, 6322.4, 231.213, -140.819
16419.2, 6320.99, 231.188, -140.902
16421.5, 6319.58, 231.163, -140.985
16423.8, 6318.17, 231.138, -141.067
16426.1, 6316.76, 231.113, -141.15
16428.4, 6315.35, 231.088, -141.233
16430.8, 6313.94, 231.063, -141.316
16433.1, 6312.53, 231.038, -141.399
16435.4, 6311.11, 231.013, -141.481
16437.7, 6309.7, 230.988, -141.564
16440, 6308.28, 230.962, -141.647
16442.3, 6306.87, 230.937, -141.73
16444.6, 6305.45, 230.912, -141.812
16446.9, 6304.03, 230.887, -141.895
16449.2, 6302.61, 230.862, -141.978
16451.5, 6301.19, 230.837, -142.061
16453.9, 6299.77, 230.812, -142.143
16456.2, 6298.35, 230.787, -142.226
16458.5, 6296.93, 230.762, -142.309
16460.8, 6295.5, 230.737, -142.391
16463.1, 6294.08, 230.712, -142.474
16465.4, 6292.66, 230.687, -142.557
16467.7, 6291.23, 230.662, -142.639
16470, 6289.8, 230.637, -142.722
16472.3, 6288.38, 230.612, -142.804
16474.6, 6286.95, 230.587, -142.887
16476.9, 6285.52, 230.562, -142.97
16479.2, 6284.09, 230.537, -143.052
16481.5, 6282.66, 230.512, -143.135
16483.8, 6281.23, 230.487, -143.217
16486.1, 6279.8, 230.462, -143.3
16488.5, 6278.36, 230.437, -143.382
16490.8, 6276.93, 230.412, -143.465
16493.1, 6275.49, 230.387, -143.548
16495.4, 6274.06, 230.362, -143.63
16497.7, 6272.62, 230.337, -143.713
16500, 6271.18, 230.312, -143.795
16502.3, 6269.75, 230.287, -143.878
16504.6, 6268.31, 230.262, -143.96
16506.9, 6266.87, 230.237, -144.042
16509.2, 6265.43, 230.212, -144.125
16511.5, 6263.99, 230.187, -144.207
16513.8, 6262.54, 230.162, -144.29
16516.1, 6261.1, 230.137, -144.372
16518.4, 6259.66, 230.112, -144.455
16520.7, 6258.21, 230.087, -144.537
16523, 6256.77, 230.062, -144.619
16525.3, 6255.32, 230.037, -144.702
16527.6, 6253.88, 230.012, -144.784
16529.9, 6252.43, 229.987, -144.867
16532.2, 6250.98, 229.962, -144.949
16534.5, 6249.53, 229.937, -145.031
16536.8, 6248.08, 229.912, -145.114
16539.1, 6246.63, 229.887, -145.196
16541.4, 6245.18, 229.862, -145.278
16543.7, 6243.72, 229.837, -145.36
16546, 6242.27, 229.812, -145.443
16548.3, 6240.81, 229.787, -145.525
16550.6, 6239.36, 229.762, -145.607
16552.9, 6237.9, 229.737, -145.69
16555.2, 6236.45, 229.712, -145.772
16557.5, 6234.99, 229.687, -145.854
16559.8, 6233.53, 229.662, -145.936
16562.1, 6232.07, 229.637, -146.018
16564.4, 6230.61, 229.612, -146.101
16566.7, 6229.15, 229.587, -146.183
16569, 6227.69, 229.562, -146.265
16571.3, 6226.23, 229.537, -146.347
16573.5, 6224.76, 229.512, -146.429
16575.8, 6223.3, 229.487, -146.512
16578.1, 6221.83, 229.462, -146.594
16580.4, 6220.37, 229.437, -146.676
16582.7, 6218.9, 229.412, -146.758
16585, 6217.43, 229.387, -146.84
16587.3, 6215.96, 229.362, -146.922
16589.6, 6214.49, 229.337, -147.004
16591.9, 6213.02, 229.312, -147.086
16594.2, 6211.55, 229.287, -147.168
16596.5, 6210.08, 229.262, -147.25
16598.8, 6208.61, 229.237, -147.333
16601.1, 6207.14, 229.212, -147.415
16603.4, 6205.66, 229.187, -147.497
16605.7, 6204.19, 229.162, -147.579
16607.9, 6202.71, 229.137, -147.661
16610.2, 6201.23, 229.112, -147.743
16612.5, 6199.76, 229.087, -147.825
16614.8, 6198.28, 229.062, -147.907
16617.1, 6196.8, 229.037, -147.989
16619.4, 6195.32, 229.012, -148.071
16621.7, 6193.84, 228.987, -148.152
16624, 6192.36, 228.962, -148.234
16626.3, 6190.88, 228.937, -148.316
16628.6, 6189.39, 228.912, -148.398
16630.8, 6187.91, 228.887, -148.48
16633.1, 6186.42, 228.862, -148.562
16635.4, 6184.94, 228.837, -148.644
16637.7, 6183.45, 228.812, -148.726
16640, 6181.96, 228.787, -148.808
16642.3, 6180.48, 228.762, -148.89
16644.6, 6178.99, 228.737, -148.971
16646.9, 6177.5, 228.712, -149.053
16649.2, 6176.01, 228.687, -149.135
16651.4, 6174.52, 228.662, -149.217
16653.7, 6173.02, 228.637, -149.299
16656, 6171.53, 228.612, -149.38
16658.3, 6170.04, 228.587, -149.462
16660.6, 6168.54, 228.562, -149.544
16662.9, 6167.05, 228.537, -149.626
16665.2, 6165.55, 228.513, -149.708
16667.4, 6164.05, 228.488, -149.789
16669.7, 6162.56, 228.463, -149.871
16672, 6161.06, 228.438, -149.953
16674.3, 6159.56, 228.413, -150.034
16676.6, 6158.06, 228.388, -150.116
16678.9, 6156.56, 228.363, -150.198
16681.1, 6155.05, 228.338, -150.279
16683.4, 6153.55, 228.313, -150.361
16685.7, 6152.05, 228.288, -150.443
16688, 6150.54, 228.263, -150.524
16690.3, 6149.04, 228.238, -150.606
16692.6, 6147.53, 228.213, -150.688
16694.8, 6146.02, 228.188, -150.769
16697.1, 6144.52, 228.163, -150.851
16699.4, 6143.01, 228.138, -150.933
16701.7, 6141.5, 228.113, -151.014
16704, 6139.99, 228.088, -151.096
16706.2, 6138.48, 228.063, -151.177
16708.5, 6136.97, 228.038, -151.259
16710.8, 6135.45, 228.013, -151.34
16713.1, 6133.94, 227.988, -151.422
16715.4, 6132.43, 227.963, -151.503
16717.7, 6130.91, 227.938, -151.585
16719.9, 6129.4, 227.913, -151.666
16722.2, 6127.88, 227.888, -151.748
16724.5, 6126.36, 227.863, -151.829
16726.8, 6124.84, 227.838, -151.911
16729, 6123.32, 227.814, -151.992
16731.3, 6121.8, 227.789, -152.074
16733.6, 6120.28, 227.764, -152.155
16735.9, 6118.76, 227.739, -152.237
16738.2, 6117.24, 227.714, -152.318
16740.4, 6115.72, 227.689, -152.399
16742.7, 6114.19, 227.664, -152.481
16745, 6112.67, 227.639, -152.562
16747.3, 6111.14, 227.614, -152.644
16749.5, 6109.61, 227.589, -152.725
16751.8, 6108.09, 227.564, -152.806
16754.1, 6106.56, 227.539, -152.888
16756.4, 6105.03, 227.514, -152.969
16758.6, 6103.5, 227.489, -153.05
16760.9, 6101.97, 227.464, -153.132
16763.2, 6100.44, 227.439, -153.213
16765.5, 6098.91, 227.414, -153.294
16767.7, 6097.37, 227.389, -153.376
16770, 6095.84, 227.364, -153.457
16772.3, 6094.31, 227.339, -153.538
16774.6, 6092.77, 227.315, -153.619
16776.8, 6091.23, 227.29, -153.701
16779.1, 6089.7, 227.265, -153.782
16781.4, 6088.16, 227.24, -153.863
16783.7, 6086.62, 227.215, -153.944
16785.9, 6085.08, 227.19, -154.025
16788.2, 6083.54, 227.165, -154.107
16790.5, 6082, 227.14, -154.188
16792.7, 6080.46, 227.115, -154.269
16795, 6078.92, 227.09, -154.35
16797.3, 6077.37, 227.065, -154.431
16799.6, 6075.83, 227.04, -154.512
16801.8, 6074.28, 227.015, -154.594
16804.1, 6072.74, 226.99, -154.675
16806.4, 6071.19, 226.965, -154.756
16808.6, 6069.64, 226.94, -154.837
16810.9, 6068.09, 226.915, -154.918
16813.2, 6066.54, 226.89, -154.999
16815.4, 6064.99, 226.866, -155.08
16817.7, 6063.44, 226.841, -155.161
16820, 6061.89, 226.816, -155.242
16822.2, 6060.34, 226.791, -155.323
16824.5, 6058.79, 226.766, -155.404
16826.8, 6057.23, 226.741, -155.485
16829, 6055.68, 226.716, -155.566
16831.3, 6054.12, 226.691, -155.647
16833.6, 6052.57, 226.666, -155.728
16835.8, 6051.01, 226.641, -155.809
16838.1, 6049.45, 226.616, -155.89
16840.4, 6047.89, 226.591, -155.971
16842.6, 6046.33, 226.566, -156.052
16844.9, 6044.77, 226.541, -156.133
16847.2, 6043.21, 226.516, -156.214
16849.4, 6041.65, 226.492, -156.295
16851.7, 6040.08, 226.467, -156.376
16854, 6038.52, 226.442, -156.457
16856.2, 6036.96, 226.417, -156.537
16858.5, 6035.39, 226.392, -156.618
16860.8, 6033.82, 226.367, -156.699
16863, 6032.26, 226.342, -156.78
16865.3, 6030.69, 226.317, -156.861
16867.6, 6029.12, 226.292, -156.942
16869.8, 6027.55, 226.267, -157.022
16872.1, 6025.98, 226.242, -157.103
16874.3, 6024.41, 226.217, -157.184
16876.6, 6022.84, 226.192, -157.265
16878.9, 6021.27, 226.167, -157.346
16881.1, 6019.69, 226.143, -157.426
16883.4, 6018.12, 226.118, -157.507
16885.7, 6016.54, 226.093, -157.588
16887.9, 6014.97, 226.068, -157.669
16890.2, 6013.39, 226.043, -157.749
16892.4, 6011.81, 226.018, -157.83
16894.7, 6010.24, 225.993, -157.911
16897, 6008.66, 225.968, -157.991
16899.2, 6007.08, 225.943, -158.072
16901.5, 6005.5, 225.918, -158.153
16903.7, 6003.91, 225.893, -158.233
16906, 6002.33, 225.868, -158.314
16908.2, 6000.75, 225.843, -158.395
16910.5, 5999.16, 225.819, -158.475
16912.8, 5997.58, 225.794, -158.556
16915, 5995.99, 225.769, -158.637
16917.3, 5994.41, 225.744, -158.717
16919.5, 5992.82, 225.719, -158.798
16921.8, 5991.23, 225.694, -158.878
16924.1, 5989.64, 225.669, -158.959
16926.3, 5988.05, 225.644, -159.039
16928.6, 5986.46, 225.619, -159.12
16930.8, 5984.87, 225.594, -159.2
16933.1, 5983.28, 225.569, -159.281
16935.3, 5981.69, 225.544, -159.361
16937.6, 5980.09, 225.52, -159.442
16939.8, 5978.5, 225.495, -159.522
16942.1, 5976.9, 225.47, -159.603
16944.4, 5975.31, 225.445, -159.683
16946.6, 5973.71, 225.42, -159.764
16948.9, 5972.11, 225.395, -159.844
16951.1, 5970.52, 225.37, -159.925
16953.4, 5968.92, 225.345, -160.005
16955.6, 5967.32, 225.32, -160.086
16957.9, 5965.72, 225.295, -160.166
16960.1, 5964.11, 225.27, -160.246
16962.4, 5962.51, 225.246, -160.327
16964.6, 5960.91, 225.221, -160.407
16966.9, 5959.3, 225.196, -160.487
16969.1, 5957.7, 225.171, -160.568
16971.4, 5956.09, 225.146, -160.648
16973.6, 5954.49, 225.121, -160.728
16975.9, 5952.88, 225.096, -160.809
16978.1, 5951.27, 225.071, -160.889
16980.4, 5949.66, 225.046, -160.969
16982.6, 5948.05, 225.021, -161.05
16984.9, 5946.44, 224.996, -161.13
16987.1, 5944.83, 224.972, -161.21
16989.4, 5943.22, 224.947, -161.29
16991.6, 5941.61, 224.922, -161.371
16993.9, 5939.99, 224.897, -161.451
16996.1, 5938.38, 224.872, -161.531
16998.4, 5936.76, 224.847, -161.611
17000.6, 5935.15, 224.822, -161.692
17002.9, 5933.53, 224.797, -161.772
17005.1, 5931.91, 224.772, -161.852
17007.4, 5930.29, 224.747, -161.932
17009.6, 5928.67, 224.722, -162.012
17011.9, 5927.05, 224.698, -162.092
17014.1, 5925.43, 224.673, -162.173
17016.4, 5923.81, 224.648, -162.253
17018.6, 5922.19, 224.623, -162.333
17020.9, 5920.57, 224.598, -162.413
17023.1, 5918.94, 224.573, -162.493
17025.4, 5917.32, 224.548, -162.573
17027.6, 5915.69, 224.523, -162.653
17029.8, 5914.06, 224.498, -162.733
17032.1, 5912.44, 224.473, -162.813
17034.3, 5910.81, 224.449, -162.893
17036.6, 5909.18, 224.424, -162.973
17038.8, 5907.55, 224.399, -163.053
17041.1, 5905.92, 224.374, -163.133
17043.3, 5904.29, 224.349, -163.213
17045.6, 5902.66, 224.324, -163.293
17047.8, 5901.02, 224.299, -163.373
17050, 5899.39, 224.274, -163.453
17052.3, 5897.75, 224.249, -163.533
17054.5, 5896.12, 224.225, -163.613
17056.8, 5894.48, 224.2, -163.693
17059, 5892.85, 224.175, -163.773
17061.3, 5891.21, 224.15, -163.853
17063.5, 5889.57, 224.125, -163.933
17065.7, 5887.93, 224.1, -164.013
17068, 5886.29, 224.075, -164.093
17070.2, 5884.65, 224.05, -164.172
17072.5, 5883.01, 224.025, -164.252
17074.7, 5881.37, 224, -164.332
17076.9, 5879.72, 223.976, -164.412
17079.2, 5878.08, 223.951, -164.492
17081.4, 5876.43, 223.926, -164.572
17083.7, 5874.79, 223.901, -164.651
17085.9, 5873.14, 223.876, -164.731
17088.1, 5871.49, 223.851, -164.811
17090.4, 5869.85, 223.826, -164.891
17092.6, 5868.2, 223.801, -164.971
17094.9, 5866.55, 223.776, -165.05
17097.1, 5864.9, 223.752, -165.13
17099.3, 5863.25, 223.727, -165.21
17101.6, 5861.59, 223.702, -165.29
17103.8, 5859.94, 223.677, -165.369
17106, 5858.29, 223.652, -165.449
17108.3, 5856.63, 223.627, -165.529
17110.5, 5854.98, 223.602, -165.608
17112.7, 5853.32, 223.577, -165.688
17115, 5851.66, 223.552, -165.768
17117.2, 5850.01, 223.528, -165.847
17119.5, 5848.35, 223.503, -165.927
17121.7, 5846.69, 223.478, -166.007
17123.9, 5845.03, 223.453, -166.086
17126.2, 5843.37, 223.428, -166.166
17128.4, 5841.71, 223.403, -166.245
17130.6, 5840.04, 223.378, -166.325
17132.9, 5838.38, 223.353, -166.405
17135.1, 5836.72, 223.328, -166.484
17137.3, 5835.05, 223.304, -166.564
17139.6, 5833.39, 223.279, -166.643
17141.8, 5831.72, 223.254, -166.723
17144, 5830.05, 223.229, -166.802
17146.3, 5828.38, 223.204, -166.882
17148.5, 5826.72, 223.179, -166.961
17150.7, 5825.05, 223.154, -167.041
17153, 5823.37, 223.129, -167.12
17155.2, 5821.7, 223.105, -167.2
17157.4, 5820.03, 223.08, -167.279
17159.6, 5818.36, 223.055, -167.359
17161.9, 5816.69, 223.03, -167.438
